																											Class	8	8	0422_D8	0422_D8	0422_bk	0422_bk	1	1	0412_D8	0412_D8	0412_bk	0412_bk	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	8.127	1034.63	68	D-Limonene	0.161	-1	1030	C10H16		XMGQYMWWDOXHJM-UHFFFAOYSA-N	C1CC(=CCC1C(=C)C)C	340	FALSE	FALSE	8	FALSE	FALSE	92.4	null	100	92.4	94.9	95	79.5	10.95	20240422_RB020-2	51:82 51.9:17 52.9:331 54.1:1 55:5 57.8:28 60:16 62:2 63:38 65.1:89 65.8:73 67:1157 68:1400 69:60 74.9:3 77:292 78:97 78.9:579 80:195 80.9:175 81.9:30 83.9:6 85.9:9 87:13 87.9:4 88.8:31 89.8:5 90.8:319 92:355 93:1064 94.1:465 95.1:148 95.9:43 97.2:44 97.2:46 105:110 105.9:30 107.1:324 108:96 109.3:36 109.3:37 112.2:4 113:27 114.7:6 116.1:2 119.6:35 120.9:394 122:47 124.2:5 127:7 132.7:16 136:281 136.89999:29 140.8:13 145.10001:4 146.10001:4 147.2:20 149.7:4 153.10001:1 155.10001:6 156.89999:1 160.3:1 165:13 165:16 167.7:7 168.89999:8 172.7:3 177.8:1 186.10001:1 188.7:3 194.89999:1 199.89999:2 206.89999:19 212.7:2 213.2:8 217.2:3 224.39999:2 235.7:5 239.39999:6 252.2:3 252.8:4 255:1 260:4 268.89999:3 271.20001:1 272.70001:1 280.89999:22 306.5:5 317:2 341.79999:1 349.29999:1	7956.921	7073.078	274.8844	188.0412	413.3265	236.0827	2268.345	2856.259	564.2573	181.6098	169.4486	40.96975	7514.999756	231.462822	324.7045975	2562.30188	372.9335785	105.2091866	624.9715639	61.40742689	125.3303072	415.7175024	270.572636	90.84828319
7	9.033	1089.84	266.9	Unknown	0.065	null	null	null	null	null	null	4	FALSE	FALSE		FALSE	TRUE	null	null	99.8	81.2	null	null	null	37.19	20240422_D8-1	50.7:32 52:2 52.8:21 54:34 54.9:50 57:11 59.2:10 60.1:8 63.1:32 64:0 65:36 67:3 69:30 70:15 71:1 72.9:0 74.8:60 76.9:28 80:21 81:7 83:30 83.8:33 85.1:46 89:26 90.9:117 93.7:5 94.8:30 95.7:35 97.1:16 97.1:23 98.2:1 101.7:8 105.1:16 106.2:8 107.9:4 108.8:0 111.2:5 113:1 115.1:18 116.9:1 117.9:17 119:145 119.9:130 120.9:30 122:2 125:5 125.9:290 126.8:59 132.2:8 133:19 135:29 141.3:10 141.89999:3 143.2:4 146.8:27 147.89999:5 149:1 151.10001:11 155.8:7 157.89999:1 158.8:2 162.10001:2 162.7:9 164.7:1 176.2:9 178.10001:5 178.89999:46 184.10001:5 186:1 193:175 195.10001:13 199.5:2 205.2:6 206:4 206.89999:85 209.89999:5 217.7:4 222.89999:3 233.7:3 237.39999:4 247:3 248.60001:2 250.89999:198 252:28 256.39999:6 266.89999:1060 267.79999:261 267.79999:261 268.89999:190 270:14 277.70001:3 281:37 282.10001:6 283.10001:87 289.39999:2 305.5:3 306.5:1 315.10001:8 317:1 332.70001:4 340.29999:6	1431.417	1434.464	3055.857	2827.439	1887.484	1923.068	477.0583	667.9538	1373.047	1741.662	731.0602	1102.672	1432.940552	2941.647949	1905.276001	572.506073	1557.354431	916.8662415	2.154983874	161.5158946	25.16219455	134.9834649	260.6504182	262.7693648
8	9.187	1099.26	105	Unknown	0.097	null	null	null	null	null	null	4	FALSE	FALSE		FALSE	TRUE	null	null	100	94.9	null	null	null	78.63	20240422_BK-1	50:74 51:992 51.8:64 53:3 54.9:13 58.8:66 59.9:10 60.8:19 60.8:20 63.1:40 64:5 65:46 67.8:36 68.9:51 70.6:26 71.2:21 72.8:24 74:236 75:142 75.9:176 77:3299 77.9:222 79.9:4 82.8:11 83.9:70 85:34 85.8:16 90.9:161 91.9:179 93.3:4 95.7:2 96.2:18 104:16 105:6101 106:473 107:26 110.4:2 111.2:5 111.9:3 114.3:10 117.2:9 120.1:11 121:11 123:2 127.8:8 128.89999:9 129.5:0 131.5:5 132.10001:7 132.8:24 135:174 135.89999:1927 137:162 138.2:19 138.2:26 146.60001:6 147.2:6 149:10 149.89999:0 151.8:7 154.39999:5 155.3:1 164.7:1 170.8:0 172:2 176.7:1 176.7:5 178.89999:2 180.60001:5 180.60001:7 186.10001:2 187.3:0 191:10 191.89999:7 198.89999:6 200:0 201.7:7 206.10001:5 208:25 209:11 227:1 228:3 229.89999:0 230.60001:0 238.60001:1 245.8:4 246.5:2 251:2 253.2:1 258.70001:0 280.79999:10 283.10001:4 284.79999:1 298.89999:2	1416.714	1631.613	10886.82	15060.58	17297.05	22493.14	2113.431	2584.514	2235.679	1011.079	2821.137	2186.523	1524.163208	12973.69531	19895.09668	2348.972412	1623.37915	2503.829956	151.9564877	2951.293833	3674.191745	333.1056441	865.9230333	448.7398725
9	9.215	1100.87	57.1	Undecane	0.161	-1	-1	C11H24		RSJKGSCJYJTIGS-UHFFFAOYSA-N	CCCCCCCCCCC	440	FALSE	FALSE	1	FALSE	TRUE	92.6	null	99.7	87.9	94.8	80.1	82.9	14.12	20240412_RB003-2	50.9:122 51.9:37 52.9:318 53.8:140 55.1:1681 56:1863 57.1:11595 58:562 62.1:9 62.9:22 64.9:57 66.9:129 68.1:66 69.1:845 70.1:1612 71.1:6317 72:309 72.9:37 74.8:7 77:83 80.7:17 80.7:10 81.8:71 83:202 84:854 85.1:4225 86:262 90.7:36 91.9:24 92.6:17 92.6:49 94.2:33 95:25 96.9:116 97.9:780 99:751 100:63 101.1:11 101.7:5 103.8:12 104.9:101 106.2:24 107.9:13 110.9:26 111.9:376 113.1:588 115:31 121.2:28 125.9:222 126.9:228 127.9:47 131.89999:8 133:14 135.8:49 136.89999:17 137.8:3 138.39999:9 141:12 142.5:2 144.7:19 146.89999:18 152.2:9 154.60001:7 156:439 157.10001:46 164.8:6 166.60001:13 174.2:5 175.60001:8 177.89999:4 180.8:7 182.8:6 199.60001:1 202.5:3 210.7:3 211.60001:10 214.89999:8 221.7:2 223.7:1 238.7:6 241.10001:3 259.10001:3 280.60001:3 323.5:1 355.70001:3 362.89999:1 418.29999:1 427.29999:3 433.89999:3	6920.104	6326.767	212.3046	245.0235	334.9077	158.3905	23256.73	22957.3	784.6093	209.947	496.1295	287.3262	6623.435303	228.664032	246.6491089	23107.01465	497.2781677	391.7278595	419.5529007	23.13573631	124.8165607	211.7273815	406.3476039	147.6462394
10	9.298	1106.29	57	Nonanal	0.129	-1	1104	C9H18O		GYHFUZHODSMOHU-UHFFFAOYSA-N	CCCCCCCCC=O	340	FALSE	FALSE	"1,8"	FALSE	FALSE	86	null	100	86	97	77.2	70.7	4.76	20240422_RB017-1	50.9:31 51.9:25 53:291 54:476 55:1846 56:2212 57:4175 57.9:234 58.8:55 63.8:16 65:52 66.1:116 67:984 68:1113 69:1408 70:1521 71:774 72:349 72:349 73:0 73.8:18 74.8:36 74.8:38 76:31 76.9:109 77.8:57 78.8:117 80:22 80.9:906 82.1:1082 83:326 83.9:91 84.9:271 85.9:43 86.9:30 88:2 88:7 89:8 91.9:24 93.3:47 94:55 95:840 96:762 97.3:49 98.1:1259 99:260 103.9:19 105:12 107.2:19 108.9:84 109.8:7 110.9:39 111.6:25 112.2:32 112.9:21 114.1:273 114.9:34 116.9:2 117.9:5 119:47 120.8:9 121.8:56 122.9:13 124.1:110 126.5:19 127.4:33 128.2:1 128.89999:4 130.10001:15 132:5 138.10001:3 141.89999:21 144:7 147.89999:11 156.89999:2 163.8:12 166.89999:40 173.10001:7 173.89999:11 175.2:4 176.89999:2 178:2 180.10001:1 182.10001:9 185.10001:3 187:12 188.7:2 191.60001:6 193.89999:6 200.3:3 206:0 209.3:7 209.3:12 226.89999:3 229.8:3 231.89999:10 238.2:0 245:8 253:5 260:1 266.79999:2 271.79999:2 274.5:6 291.5:1 294:0 297.5:2 312:1 322.70001:1 325:3 343.20001:6 347.29999:1	4000.348	11168.24	1885.256	1977.004	3896.286	12335.01	3379.547	3960.972	1305.6	496.7651	1016.316	504.4366	7584.292725	1931.130005	8115.646973	3670.259521	901.1827393	760.3765411	5068.463032	64.87618401	5967.077324	411.1294221	571.9328584	361.9537147
11	9.326	1108.14	73	Unknown	0.065	null	null	null	null	null	null	4	FALSE	FALSE		FALSE	TRUE	null	null	100	91.3	null	null	null	77.75	20240424_D8-1	51:94 52.1:32 53.1:272 53.8:106 55:1519 56.1:436 57:2281 57.8:128 58.8:201 59.9:160 60.8:8 63.1:14 63.1:11 65.1:52 66:26 66.8:84 68:131 69.1:603 70:378 71:181 73:7891 74:451 75.1:26 77:87 78.1:14 79:26 81.2:40 82.9:234 84.1:19 84.8:67 86.1:68 87:1859 88:7466 88.9:439 89.9:33 90.9:8 92.7:18 94.9:39 95.9:14 96.9:121 97.9:152 98.7:27 101:1658 102.1:100 103:9 103.8:9 106:12 106.7:5 112.9:5 113.9:3 115:827 116:1252 117.1:33 121:10 122.1:43 122.1:38 124.7:10 126.8:4 129:48 132.2:9 136.10001:29 136.10001:33 142.89999:9 147.2:11 147.2:10 149.89999:0 164.2:2 169.5:5 170.89999:6 172:2 174:7 192.8:3 201.7:2 203.10001:1 207.7:12 214.8:1 232.5:4 245.2:3 249.8:1 266.70001:8 268.39999:3 282:1 294.60001:4 301.89999:3 305.10001:2 308.10001:2 326.10001:4 337.79999:1	306.6764	775.6664	2128.892	3056.064	4208.01	35235.49	112.2433	313.2092	213.0472	123.8223	461.0853	1971.711	541.171402	2592.477783	19721.74902	212.7262383	168.4347229	1216.398163	331.6260671	655.6098654	21939.74046	142.1043645	63.09152055	1068.173742
12	9.479	1118	135	Unknown	0.016	null	null	null	null	null	null	4	FALSE	FALSE		FALSE	TRUE	null	null	99.8	81.3	null	null	null	28.46	20240422_RB019-1	51:71 52:17 53:25 55.9:40 60:3 61.1:16 62.8:12 62.8:6 63.3:5 65:35 65.9:30 67:76 71:104 72.9:4 73.9:14 77.1:125 78:10 78.9:193 79.9:71 81:98 83.9:44 84.9:23 85.8:67 86.8:39 91:111 92:76 93:452 95.9:147 97:18 103:11 105.1:26 105.8:26 106.9:165 109:250 111.2:30 111.2:34 113.2:7 114.9:56 123.1:7 124.1:51 125:62 128.89999:6 135:1899 136:220 139.89999:6 141.7:8 144.8:4 145.7:5 146.5:8 147.2:9 150:223 156.2:11 160.39999:2 163.8:1 165:10 177.89999:10 178.7:0 178.7:8 182.89999:1 190:4 190.89999:22 192.5:7 201.8:4 207.10001:5 210.39999:4 216.2:1 219:3 220.10001:6 226.10001:3 227:3 238.89999:2 244.3:2 264.70001:3 264.70001:2 267.79999:1 273:3 276.79999:3 282.29999:3 312.79999:0 322.10001:6 337.10001:1 340.89999:9 342.5:2 349.89999:1	121.1079	213.5326	80.91794	59.23731	53.62309	27.55106	39.62003	28.55112	99.87166	63.02654	51.04535	59.91587	167.3202477	70.07762527	40.58707809	34.08557892	81.44909668	55.48060989	65.35416838	15.33051761	18.43570859	7.826900396	26.05343653	6.272411332
13	9.559	1123.22	74	Unknown	0.032	null	null	null	null	null	null	4	FALSE	FALSE		FALSE	TRUE	null	null	100	85.3	null	null	null	31.06	20240422_BK-2	50.9:36 53:24 54.1:24 55:358 56:64 57:218 58.1:32 59:209 60.2:21 61.2:1 66:4 66.9:15 67.9:26 69.1:56 70:84 71.1:4 72.9:70 74:1651 75.1:116 77:9 77.9:3 79.1:4 79.9:24 81.9:35 84:120 84.9:42 86:11 87:855 88:68 89.1:5 91:0 92:33 96.1:7 97.1:52 98:48 98.9:10 101:184 101.8:4 102.9:1 102.9:5 106:50 108.1:7 108.9:10 112.1:14 114.8:126 116.1:23 117.1:33 117.1:26 121:26 121.6:12 123:0 127:216 127.9:15 128.89999:65 131.2:7 131.89999:14 132.8:6 135.5:2 136.8:1 140.89999:17 141.8:10 142.8:13 149.89999:5 152.2:8 154.8:13 155.7:3 156.8:1 158.89999:3 159.7:2 161.10001:9 161.8:2 163:16 171.2:5 174.89999:16 176.8:5 179:9 181.2:7 185.2:4 185.8:0 191:22 192.10001:8 205.3:6 213.8:2 220:0 222:5 223.7:9 225:5 240.3:1 250.5:2 251.2:4 254.8:0 266.79999:7 284.20001:1 294.79999:4 297.70001:4 308.20001:4 328:3 339:2 340.70001:4 341.89999:10 342.79999:3	261.8571	334.891	498.4698	450.9469	4641.92	4740.204	186.3839	90.13087	86.85785	46.96394	240.8531	131.5103	298.3740387	474.708374	4691.062012	138.2573853	66.91089439	186.181694	51.6427695	33.60379965	69.49671941	68.06116403	28.2092539	77.31704894
14	9.609	1126.44	81	Unknown	0.016	null	null	null	null	null	null	4	FALSE	FALSE		FALSE	TRUE	null	null	100	82.7	null	null	null	7.63	20240412_RB013-1	51.9:5 53:91 54.8:146 56:39 56.9:219 57.8:17 59.7:10 64.1:2 64.9:47 65.9:61 67:193 68:69 69:232 69.9:82 70.9:228 72:233 72.9:0 76.8:97 78.9:165 79.9:599 81:1102 81.9:231 83.1:112 84:402 85.1:62 85.9:132 86.8:13 87.8:3 88.8:22 90.9:36 92:10 92.5:152 93.9:33 95.1:27 95.9:33 97:81 97.6:35 98.9:31 104.8:7 106:3 106.8:123 107.9:2 109:50 111:280 111.7:2 112.6:3 114:1 120.9:146 121.8:15 122.9:78 124.7:27 127:7 129.10001:5 133:14 133.89999:1 134.7:5 135.60001:12 136.8:0 138:14 139.10001:14 140.10001:19 155.89999:11 156.7:1 165.39999:8 168:4 177.10001:12 182.7:1 200.2:4 201.89999:0 202.7:4 204.8:4 206.7:38 206.7:48 207.89999:16 219.5:6 228:1 235.39999:1 249.7:11 266.70001:56 280.70001:19 282.20001:8 306.10001:4 317.89999:2 317.89999:5 324.20001:6 343.70001:4 355.10001:40 453.79999:2 526.70001:2 527.79999:1 547.5:6 580.09998:3	509.6523	1169.677	279.8838	279.5807	608.8067	437.5419	835.4129	481.7157	197.1859	138.7295	212.174	86.2435	839.6647034	279.732254	523.1742859	658.5643005	167.9576797	149.2087555	466.708041	0.214302901	121.1025238	250.1016919	41.33492083	89.04631862
15	9.659	1129.71	73	Unknown	0.597	null	null	null	null	null	null	4	FALSE	FALSE		FALSE	TRUE	null	null	100	95.8	null	null	null	35.08	20240412_RB013-1	53.8:45 54.9:60 57.1:27 57.8:6 58.9:409 59.8:10 60.9:24 65:41 65.6:19 70.9:26 73:11731 74:1058 74.8:639 75.8:9 76.8:8 78:49 81.1:7 81.9:0 83.9:45 84.7:31 85.8:127 86.8:65 87.9:21 88.8:18 90.9:62 94.7:26 95.7:2 97:14 99:95 103.1:96 103.7:75 104.9:76 105.6:3 108:118 108.8:12 110.1:54 111.1:104 114:9 114.7:30 116.8:37 118.7:68 119.7:21 121.8:16 122.8:20 124.8:123 125.6:61 127:9 127.8:5 128.7:10 130.7:2 133:132 134:24 135:33 138.10001:6 139.39999:11 140.3:7 140.89999:53 143:8 143.89999:0 144.5:8 146.89999:93 148.60001:13 150.89999:14 152.60001:8 154:320 154.7:142 155.3:64 156.39999:4 158.10001:10 161.10001:36 161.7:314 162.89999:144 163.7:19 164.8:93 166.2:10 166.7:9 169.8:87 174.7:5 175.60001:9 177:201 177.89999:73 178.89999:254 180.10001:11 180.89999:46 182:8 186.89999:2 188.2:3 188.89999:48 189.5:5 190.8:418 191.7:76 192.8:474 193.7:52 194.5:70 202.7:84 204.89999:241 205.89999:10 206.89999:279 207.8:76 208.7:49 218.89999:8 219.89999:6 220.89999:30 222.8:173 223.5:27 224.10001:29 224.7:15 232.10001:4 232.10001:4 232.7:3 234.60001:14 236.8:215 237.8:43 238.5:62 240:7 241.89999:4 244.60001:8 247.5:5 249:435 249.89999:171 250.89999:655 251.89999:121 252.7:140 253.8:61 254.89999:16 260.79999:3 262.70001:17 264.20001:3 265.10001:104 267:6559 267.89999:1592 268.89999:1085 269.60001:265 270.89999:31 272.10001:4 273:4 278.10001:6 278.89999:11 281:140 285.89999:6 292.79999:22 293.70001:1 296.70001:3 308.10001:8 308.10001:32 322.89999:259 324:92 324.79999:114 325.60001:21 326.20001:28 326.79999:14 331.29999:2 336.79999:3 339:339 339.79999:71 342.39999:7 355.10001:6489 356.20001:2137 357:1566 357.89999:368 359:160 365.79999:5 374.10001:8 442:2 459.70001:1 542.09998:4 583.29999:3 620.20001:2 650.20001:3	6866.07	8142.837	5264.037	3086.973	8256.289	5760.849	2977.37	3324.809	8958.008	3458.327	4292.582	4941.669	7504.453613	4175.505005	7008.568848	3151.089355	6208.16748	4617.125488	902.8110125	1539.416865	1764.54285	245.6761028	3888.861492	458.9737585
